structure_name,fullname,species,paper,n_mentions,n_papers,region_class,suitability,unsuitable_reason,class_corrected,region_class_before,audit_stage,final_certainty,final_confidence
SOA,supraoculomotor area,Macaque,PM36438664,13,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
spinal interneurons,spinal interneurons,Mouse,PM41356801,13,10,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vHipp,ventral hippocampus,Mouse,PM41022937,13,10,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
amygdaloid complex,amygdaloid complex,,PM39805973,12,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
CINs,cholinergic interneurons,Mouse,PM41256530,12,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dentate nucleus,dentate nucleus,Human,PM35587596,12,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ECT,ectorhinal cortex,Mouse,PM38736977,12,10,non_neocortex,suitable,,no,non_neocortex,rule,high,0.9167
intralaminar thalamic nuclei,intralaminar thalamic nuclei,Cat,PM37107982,12,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
KF,Kölliker-Fuse,Mouse,PM37314062,12,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LD,laterodorsal thalamic nucleus,Mouse,PM39814996,12,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LSC,lateral superior colliculus,Mouse,PM37205722,12,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
mITC,medial interthalamic cluster,Mouse,PM37775310,12,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
olfactory bulb,olfactory bulb,Mouse,PM41993290,12,10,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PBG,parabigeminal nucleus,Mouse,PM34448209,12,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PeRh,perirhinal cortex,,PM42101519,12,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
POA,preoptic area,Mouse,PM40202515,12,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PPTg,pedunculopontine tegmentum,Mouse,PM34448209,12,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pPVT,posterior paraventricular thalamus,Mouse,PM40202515,12,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SFO,subfornical organ,Mouse,PM42239334,12,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SNpc,substantia nigra pars compacta,Mouse,PM39147260,12,10,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
TS,tail of the striatum,Mouse,PM41108202,12,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral tegmental area,ventral tegmental area,Mouse,PM39340562,12,9,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vHC,ventral hippocampus,Mouse,PM32560963,12,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ADn,anterior dorsal thalamus,Mouse,PM38470232,11,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dLGN core,dorsal lateral geniculate nucleus core,Mouse,PM33236346,11,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dLGN shell,dorsal lateral geniculate nucleus shell,Mouse,PM33236346,11,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal subiculum,dorsal subiculum,Rat,PM40579424,11,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LSO,lateral superior olive,Mouse,PM42182250,11,9,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MDTGlut,mediodorsal thalamus glutamatergic,,PM40795854,11,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Med,medulla,Mouse,PM34302739,11,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
nAmb,nucleus ambiguus,Mouse,PM35705034,11,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
NOT,nucleus of the optic tract,Mouse,PM42427684,11,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
nucleus tractus solitarius,nucleus tractus solitarius,Mouse,PM38556265,11,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PnC,caudal pontine reticular nucleus,Mouse,PM41720391,11,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
POR,postrhinal area,Mouse,PM33849948,11,5,non_neocortex,suitable,,no,non_neocortex,rule,high,0.95
Pu,putamen,Tree shrew,PM34795566,11,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
TMN,tuberomammillary nucleus,Mouse,PM40883329,11,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vDG,ventral dentate gyrus,Mouse,PM38049707,11,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VII,facial nucleus,,PM33598920,11,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
zona incerta,zona incerta,Mouse,PM39819496,11,11,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Acb,nucleus accumbens,Mouse,PM42392529,10,10,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
BST,bed nucleus of the stria terminalis,Mouse,PM39801453,10,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cBNST,caudal bed nucleus of the stria terminalis,,PM39805973,10,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
CeM,medial division of the central amygdaloid nucleus,Mouse,PM32370769,10,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
CnF,cuneiform nucleus,Mouse,PM38326327,10,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DH,dorsal horn,Mouse,PM39833283,10,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
eCb,early cerebellum,Mouse,PM41289407,10,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
IP,interpeduncular nucleus,Mouse,PM34088738,10,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
left thalamus,left thalamus,Human,PM34815270,10,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MGBv,ventral division of the medial geniculate body,Mouse,PM40686612,10,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MR,brainstem median raphe,Mouse,PM33547164,10,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
NRe,nucleus reuniens,Mouse,PM41082527,10,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
NRTP,nucleus retrorubral tegmenti pedunculopontini,Cat,PM37000205,10,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PaF,parafascicular nucleus,,PM32528401,10,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PVCN,posterior ventral cochlear nucleus,Mouse,PM39829930,10,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
raphe,raphe,Rat,PM36855269,10,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
raphe nuclei,raphe nuclei,Mouse,PM39672518,10,9,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rILN,right intralaminar nucleus,Mouse,PM37022333,10,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SpV,spinal trigeminal nucleus,Mouse,PM34393720,10,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
TLCv,ventral nucleus of the lateral lemniscus,Mouse,PM40852920,10,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VA,ventral anterior nucleus,Rat,PM41840687,10,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral horn,ventral horn,Mouse,PM36752606,10,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VMS,ventromedial striatum,Rat,PM33790281,10,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VNTB,ventral nucleus of the trapezoid body,Rat,PM37621862,10,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AHA,anterior hypothalamic area,Mouse,PM42162422,9,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior thalamus,anterior thalamus,Human,PM40608009,9,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AON,anterior olfactory nucleus,Mouse,PM36902010,9,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AP,area postrema,Mouse,PM34043943,9,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
APC,anterior piriform cortex,Mouse,PM41826304,9,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
APT,anterior pretectal nucleus,Mouse,PM39170852,9,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ARN,arcuate nucleus,Mouse,PM40593679,9,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
avTRN,anteroventral thalamic reticular nucleus,Rat,PM39504962,9,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
caudal CP,caudal caudate putamen,,PM40832125,9,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
central amygdala,central amygdala,Mouse,PM33380525,9,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
contralateral DG,contralateral dentate gyrus,Mouse,PM38688719,9,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
CVLM,caudal ventrolateral medulla,Mouse,PM40108302,9,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DM,dorsomedial hypothalamus,Mouse,PM40657851,9,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DMN,dorsal motor nucleus,Mouse,PM33168718,9,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal caudate,dorsal caudate,Human,PM37938560,9,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal raphe,dorsal raphe,Mouse,PM40196592,9,9,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
HP,hippocampus,Mouse,PM36855269,9,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
iCb,intermediate cerebellum,,PM41289407,9,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ipsi-TH,,,PM40346961,9,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lamina I,lamina I,Mouse,PM36948583,9,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lateral entorhinal cortex,lateral entorhinal cortex,Mouse,PM41120321,9,9,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MDL,lateral part of mediodorsal thalamic nucleus,Rat,PM33790281,9,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MRN,midbrain reticular nucleus,Mouse,PM36309963,9,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MSO,medial superior olive,Rat,PM38797037,9,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MTN,medial terminal nucleus,Mouse,PM42427684,9,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
nucleus ambiguus,nucleus ambiguus,Rat,PM35385140,9,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pallidum,pallidum,Mouse,PM35733933,9,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rVRG,rostral ventral respiratory group,Rat,PM37314062,9,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Sp5,spinal trigeminal nucleus,Mouse,PM38142769,9,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
tdTomato-labelled hindbrain,,,PM36271640,9,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral midbrain,ventral midbrain,Macaque,PM33558867,9,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral respiratory column,,,PM32656849,9,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VH,ventral hippocampus,Rat,PM34042587,9,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vHIP,ventral hippocampus,Mouse,PM41839831,9,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Vme,trigeminal mesencephalic nucleus,Rat,PM39640235,9,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VNC,vestibular nuclear complex,Mouse,PM39719703,9,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ascending vestibular brainstem,,,PM36966483,8,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Ce,central nucleus,Rat,PM39103495,8,3,non_neocortex,suitable,,no,non_neocortex,rule,high,0.9667
contralateral thalamus,thalamus,Marmoset,PM37950874,8,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
copula pyramidis,copula pyramidis,Rat,PM40673947,8,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
diencephalon,diencephalon,Mouse,PM38887205,8,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal hippocampus,dorsal hippocampus,Mouse,PM38715106,8,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal MEC,dorsal medial entorhinal cortex,Mouse,PM37873152,8,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal motor nucleus of the vagus,dorsal motor nucleus of the vagus,Mouse,PM40890024,8,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal raphe nucleus,dorsal raphe nucleus,Mouse,PM39672518,8,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
fastigial nucleus,fastigial nucleus,Mouse,PM32639229,8,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
HIP,hippocampus,Mouse,PM33935658,8,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
IntA,,Mouse,PM34542410,8,1,non_neocortex,suitable,,no,non_neocortex,flash,high,0.9333
lateral geniculate nucleus,lateral geniculate nucleus,Human,PM42427647,8,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
lateral septum,lateral septum,Mouse,PM41082527,8,8,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LPMR,mediorostral part of the lateral posterior thalamic nucleus,,PM35354345,8,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MB,mammillary body,Mouse,PM35115485,8,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ME,median eminence,Mouse,PM39910658,8,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Me5,mesencephalic trigeminal nucleus,Mouse,PM36413525,8,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
mediodorsal thalamus,mediodorsal thalamus,Mouse,PM33892387,8,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MG,medial geniculate,Rat,PM40832125,8,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MHb,medial habenula,Mouse,PM40540395,8,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MLR,mesencephalic locomotor region,Mouse,PM34302739,8,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
mZI,,Mouse,PM38326327,8,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
NAc MSh,nucleus accumbens medial shell,Mouse,PM41120321,8,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
P,pons,Mouse,PM35082302,8,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior thalamus,posterior thalamus,Human,PM37714936,8,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Pr5,principal trigeminal sensory nucleus,Rat,PM38289187,8,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PrSv,postrhinal ventral,Mouse,PM36583448,8,2,non_neocortex,suitable,,no,non_neocortex,rule,high,0.95
PS,parastrial nucleus,,PM32433957,8,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
RF,reticular formation,Mouse,PM39170852,8,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SNpl,substantia nigra pars lateralis,Mouse,PM35185482,8,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
spinal dorsal horn,spinal dorsal horn,Mouse,PM36257688,8,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
superior olivary complex,superior olivary complex,Mouse,PM40852920,8,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral CA1,ventral CA1,Mouse,PM41533508,8,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VIM,ventral intermediate nucleus of the thalamus,Human,PM38380765,8,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VMN,ventromedial hypothalamus,Mouse,PM38729241,8,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AHN,anterior hypothalamic nucleus,Mouse,PM40585201,7,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ARH,arcuate hypothalamic nucleus,Mouse,PM32678476,7,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cl-dSC,caudal lateral dorsal substantia cinerea,Rat,PM36271640,7,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cMRF,caudal mesencephalic reticular formation,,PM37474798,7,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
crus II,crus II,cebus monkeys,PM38514616,7,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DLG-r,rostral dorsal lateral geniculate nucleus,Mouse,PM34795559,7,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsal column nuclei,dorsal column nuclei,Mouse,PM34551311,7,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dorsomedial striatum,dorsomedial striatum,Mouse,PM41655806,7,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
EWpg,Edinger-Westphal preganglionic nucleus,Macaque,PM35084433,7,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
GPeFoxP2,,,PM40464272,7,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
III,oculomotor nucleus,Macaque,PM37474798,7,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ipsilateral striatum,striatum,Mouse,PM37398221,7,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
KFn,Kölliker-Fuse nucleus,,PM33340092,7,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
landmark central bouquet,striosome-dendron bouquets,Mouse,PM32553154,7,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
left hippocampus,hippocampus,Human,PM39103495,7,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LPB-PVT,,,PM35838792,7,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
LRN,lateral reticular nucleus,Rat,PM39654423,7,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MDTN,mediodorsal thalamus,Mouse,PM41503986,7,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
medial entorhinal cortex,medial entorhinal cortex,Mouse,PM33350452,7,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
medial spinal cord,medial spinal cord,,PM42126073,7,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
mesencephalon,mesencephalon,Pig,PM42133082,7,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MnPO,median preoptic nucleus,Rat,PM33707202,7,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
motor putamen,motor putamen,Macaque,PM33376156,7,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
MPA,medial preoptic area,Mouse,PM40902698,7,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
NLL,nucleus of the lateral lemniscus,Mouse,PM39484622,7,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
olfactory amygdala,olfactory amygdala,,PM40800805,7,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
perirhinal cortex,perirhinal cortex,Mouse,PM40475427,7,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
prethalamus,prethalamus,Mouse,PM39625482,7,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PSTN,parasubthalamic nucleus,Mouse,PM32571909,7,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PTN,posterior thalamic nucleus,Rat,PM34795559,7,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rCau,,,PM38666118,7,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rThal,,,PM38666118,7,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
STh,subthalamic nucleus,Mouse,PM40832125,7,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
subthalamic nucleus,subthalamic nucleus,Human,PM35093853,7,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SVNsp,subnucleus pars spinalis of the solitary nucleus,,PM38104256,7,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
thalamic reticular nucleus,thalamic reticular nucleus,Rat,PM39392023,7,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral pallidum,ventral pallidum,Mouse,PM33548029,7,6,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VLPO,ventrolateral preoptic nucleus,Mouse,PM40774248,7,7,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ADS,anterior dorsal striatum,Rat,PM39026895,6,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterodorsal nucleus,anterodorsal nucleus,,PM32964131,6,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AStr,amygdalostriatal transition area,Mouse,PM38736977,6,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
aTRN,auditory thalamic reticular nucleus,Mouse,PM38629053,6,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
bed nucleus of the stria terminalis,bed nucleus of the stria terminalis,Rat,PM38811166,6,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
BG,basal ganglia,Human,PM41379994,6,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
BLC,basolateral amygdala complex,,PM41212268,6,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cCA1,caudal CA1,Mouse,PM39548322,6,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cervical cord,cervical cord,Mouse,PM34686337,6,5,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
cuneate nucleus,cuneate nucleus,Squirrel monkey,PM41104436,6,4,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
DR-PAG,dorsal raphe–periaqueductal gray,Mouse,PM35580986,6,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
dSUB,dorsal subiculum,Mouse,PM37426757,6,3,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
