graph_order,unified_ontology_id,unified_ontology_acronym,unified_ontology_name,unified_ontology_label_value,DHBA_name,DHBA_acronym,DHBA_id,r,g,b,hierarchy and full names_y,Unnamed: 2_y,Unnamed: 3_y,Unnamed: 4_y,Unnamed: 5_y,Unnamed: 6_y,Unnamed: 7_y,Unnamed: 8_y,Unnamed: 9_y,Unnamed: 10_y,Unnamed: 11_y,Unnamed: 12_y,Unnamed: 13_y,Unnamed: 14_y,Unnamed: 15_y,parent_identifier,parent
139,HOMBA:267499039,V5,"fifth visual area (middle temporal area, MT)",621,area V5 (middle temporal area),V5/MT,267499039.0,210,245,60,,,,,,,,,,,"fifth visual area (middle temporal area, MT)",,,,,HOMBA:13322,125.0
140,HOMBA:AA30021,MST,medial superior temporal area,622,,,,145,30,180,,,,,,,,,,,medial superior temporal area,,,,,HOMBA:13322,125.0
141,HOMBA:AA30022,Tpt,temporoparietal area (containing area FST),623,,,,57,199,207,,,,,,,,,,,temporoparietal area (containing area FST),,,,,HOMBA:13322,125.0
142,HOMBA:13324,VLTC,ventrolateral temporal cortex,624,ventrolateral temporal neocortex,VLTC,13324.0,210,245,60,,,,,,,,,,ventrolateral temporal cortex,,,,,,HOMBA:10235,124.0
143,HOMBA:AA30023,TE,major ventrolateral temporal cortex (area TE),625,,,,255,225,25,,,,,,,,,,,major ventrolateral temporal cortex (area TE),,,,,HOMBA:13324,142.0
144,HOMBA:10248,A21,"midlateral temporal  cortex (area TEd, area 21)",626,"midlateral temporal  cortex (area TEd, area 21)",MTC,10248.0,0,130,200,,,,,,,,,,,,"midlateral temporal  cortex (area TEd, area 21)",,,,HOMBA:AA30023,143.0
145,HOMBA:AA30862,A21s,sulcal division of area 21,2449,,,,170,255,195,,,,,,,,,,,,,sulcal division of area 21,,,HOMBA:10248,144.0
146,HOMBA:AA30863,A21sr,rostral subdivision of area 21s,2450,,,,0,128,128,,,,,,,,,,,,,,rostral subdivision of area 21s,,HOMBA:AA30862,145.0
147,HOMBA:AA30864,A21sc,caudal subdivision of area 21s,2451,,,,255,250,200,,,,,,,,,,,,,,caudal subdivision of area 21s,,HOMBA:AA30862,145.0
148,HOMBA:10249,A21r,rostral division of area 21,627,rostral subdivision of area 21,A21r,10249.0,170,110,40,,,,,,,,,,,,,rostral division of area 21,,,HOMBA:10248,144.0
149,HOMBA:10250,A21i,intermediate division of area 21,628,intermediate subdivision of area 21,A21i,10250.0,145,30,180,,,,,,,,,,,,,intermediate division of area 21,,,HOMBA:10248,144.0
150,HOMBA:10251,A21c,caudal division of area 21,629,caudal subdivision of area 21,A21c,10251.0,200,234,255,,,,,,,,,,,,,caudal division of area 21,,,HOMBA:10248,144.0
151,HOMBA:10252,A20,"inferolateral temporal cortex (area TEv, area 20)",630,"inferolateral temporal cortex (area TEv, area 20)",ITC,10252.0,128,128,0,,,,,,,,,,,,"inferolateral temporal cortex (area TEv, area 20)",,,,HOMBA:AA30023,143.0
152,HOMBA:10253,A20r,rostraldivision of area 20,631,rostral subdivision of area 20,A20r,10253.0,0,128,128,,,,,,,,,,,,,rostraldivision of area 20,,,HOMBA:10252,151.0
153,HOMBA:10254,A20i,intermediate division of area 20,632,intermediate subdivision of area 20,A20i,10254.0,170,255,195,,,,,,,,,,,,,intermediate division of area 20,,,HOMBA:10252,151.0
154,HOMBA:10255,A20c,caudal division of area 20,633,caudal subdivision of area 20,A20c,10255.0,220,190,255,,,,,,,,,,,,,caudal division of area 20,,,HOMBA:10252,151.0
155,HOMBA:AA30024,TEO,"lateral temporal-occipital cortex (area 37l, area TEO)",634,,,,0,130,200,,,,,,,,,,,"lateral temporal-occipital cortex (area 37l, area TEO)",,,,,HOMBA:13324,142.0
156,HOMBA:AA30846,ITC,inferior temporal cortex,635,,,,128,128,128,,,,,,,,,,inferior temporal cortex,,,,,,HOMBA:10235,124.0
157,HOMBA:AA30025,PRR,perirhinal cortical region,2324,,,,128,0,0,,,,,,,,,,,perirhinal cortical region,,,,,HOMBA:AA30846,156.0
158,HOMBA:10320,A35,perirhinal cortex (area 35),636,perirhinal cortex (area 35),A35,10320.0,230,25,75,,,,,,,,,,,,perirhinal cortex (area 35),,,,HOMBA:AA30025,157.0
159,HOMBA:10321,A35r,rostral division of area 35,637,rostral subdivision of area 35,A35r,10321.0,255,225,25,,,,,,,,,,,,,rostral division of area 35,,,HOMBA:10320,158.0
160,HOMBA:10322,A35c,caudal division of area 35,638,caudal subdivision of area 35,A35c,10322.0,220,190,255,,,,,,,,,,,,,caudal division of area 35,,,HOMBA:10320,158.0
161,HOMBA:10257,A36,ectorhinal cortex (area 36) ,639,rostral division of MITC (area 36),A36,10257.0,170,110,40,,,,,,,,,,,,ectorhinal cortex (area 36) ,,,,HOMBA:AA30025,157.0
162,HOMBA:10258,A36r,rostral division of area 36,640,rostral subdivision of area 36,A36r,10258.0,0,130,200,,,,,,,,,,,,,rostral division of area 36,,,HOMBA:10257,161.0
163,HOMBA:10259,A36c,caudal division of area 36,641,caudal subdivision of area 36,A36c,10259.0,245,130,48,,,,,,,,,,,,,caudal division of area 36,,,HOMBA:10257,161.0
164,HOMBA:10263,PHR,posterior parahippocampal region (postrhinal cortex),642,posterior parahippocampal cortex,PPHC,10263.0,145,30,180,,,,,,,,,,,posterior parahippocampal region (postrhinal cortex),,,,,HOMBA:AA30846,156.0
165,HOMBA:10264,TH,medial division of PHC (area TH),643,medial division of PPHC (area TH),TH,10264.0,255,250,200,,,,,,,,,,,,medial division of PHC (area TH),,,,HOMBA:10263,164.0
166,HOMBA:10265,TL,intermediate division of PHC (area TL),644,lateral division of PPHC (area TL),TL,10265.0,170,255,195,,,,,,,,,,,,intermediate division of PHC (area TL),,,,HOMBA:10263,164.0
167,HOMBA:10260,TF,lateral division of PHC (area TF),645,caudal division of MITC (area TF),TF,10260.0,255,225,25,,,,,,,,,,,,lateral division of PHC (area TF),,,,HOMBA:10263,164.0
168,HOMBA:10261,TFO,"medial temporal-occipital cortex (area TFO, area 37m)",646,medial temporal-occipital cortex (area TFO),TFO,10261.0,110,166,198,,,,,,,,,,,"medial temporal-occipital cortex (area TFO, area 37m)",,,,,HOMBA:AA30846,156.0
169,HOMBA:AA30026,TFOm,medial division of area TFO,647,,,,128,128,0,,,,,,,,,,,,medial division of area TFO,,,,HOMBA:10261,168.0
170,HOMBA:AA30027,TFOl,lateral division of area TFO (containing fusiform face area),648,,,,60,180,75,,,,,,,,,,,,lateral division of area TFO (containing fusiform face area),,,,HOMBA:10261,168.0
171,HOMBA:10266,A38,"temporal polar cortex (area TG, area 38)",649,"temporal polar cortex (area TG, area 38)",A38,10266.0,216,48,48,,,,,,,,,,"temporal polar cortex (area TG, area 38)",,,,,,HOMBA:10235,124.0
172,HOMBA:10268,OCx,occipital cortex,651,occipital neocortex,Ocx,10268.0,210,245,60,,,,,,,,,occipital cortex,,,,,,,HOMBA:AA30001,7.0
173,HOMBA:13011,APr,area prostriata,652,area prostriata,Pro,13011.0,145,30,180,,,,,,,,,,area prostriata,,,,,,HOMBA:10268,172.0
174,HOMBA:AA30028,APrD,dysgranular division of area prostriata,2321,,,,230,25,75,,,,,,,,,,,dysgranular division of area prostriata,,,,,HOMBA:13011,173.0
175,HOMBA:AA30029,APrA,agranular division of area prostriata,2322,,,,0,0,128,,,,,,,,,,,agranular division of area prostriata,,,,,HOMBA:13011,173.0
176,HOMBA:10269,V1,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",653,"primary visual cortex (striate cortex, area V1/17)",V1C,10269.0,255,215,180,,,,,,,,,,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",,,,,,HOMBA:10268,172.0
177,HOMBA:AA30031,V1ce,central representation of primary visual cortex,654,,,,255,250,200,,,,,,,,,,,central representation of primary visual cortex,,,,,HOMBA:10269,176.0
178,HOMBA:AA30032,V1pe, peripheral representation of primary visual cortex,655,,,,0,130,200,,,,,,,,,,, peripheral representation of primary visual cortex,,,,,HOMBA:10269,176.0
179,HOMBA:10270,ES,extrastriate occipital cortex,656,extrastriate occipital cortex,ESOC,10270.0,245,130,48,,,,,,,,,,extrastriate occipital cortex,,,,,,HOMBA:10268,172.0
180,HOMBA:AA30822,ESdl,dorsolateral extrastriate occipital cortex,2371,,,,0,128,128,,,,,,,,,,,dorsolateral extrastriate occipital cortex,,,,,HOMBA:10270,179.0
181,HOMBA:146034690,Vx,area x of visual cortex,657,area x of visual cortex,Vx,146034690.0,0,128,128,,,,,,,,,,,,area x of visual cortex,,,,HOMBA:AA30822,180.0
182,HOMBA:AA30823,V2D,"dorsal secondary visual cortex (dorsal area 18, dorsal area OB, area 18a)",2372,,,,255,250,200,,,,,,,,,,,,"dorsal secondary visual cortex (dorsal area 18, dorsal area OB, area 18a)",,,,HOMBA:AA30822,180.0
183,HOMBA:AA30824,V3D,"dorsal third visual area (V3D, V3)  ",2373,,,,128,128,0,,,,,,,,,,,,"dorsal third visual area (V3D, V3)  ",,,,HOMBA:AA30822,180.0
184,HOMBA:AA30817,V3A,"sencond dorsal third visual area, part A ",663,,,,170,255,195,,,,,,,,,,,,"sencond dorsal third visual area, part A ",,,,HOMBA:AA30822,180.0
185,HOMBA:267499095,V3B,"second dorsal third visual area, part B (dorsal prelunate area, DP) ",2374,area V3B of peristriate cortex ,V3B,267499095.0,0,128,128,,,,,,,,,,,,"second dorsal third visual area, part B (dorsal prelunate area, DP) ",,,,HOMBA:AA30822,180.0
186,HOMBA:AA30825,V4D,"dorsal fourth visual area (dorsolateral visual cortex, DL)",2375,,,,240,50,230,,,,,,,,,,,,"dorsal fourth visual area (dorsolateral visual cortex, DL)",,,,HOMBA:AA30822,180.0
187,HOMBA:AA30826,ESvm,ventromedial extrastriate occipital cortex,2376,,,,240,50,230,,,,,,,,,,,ventromedial extrastriate occipital cortex,,,,,HOMBA:10270,179.0
188,HOMBA:AA30033,JxSt,juxtastriate cortex,659,,,,128,0,0,,,,,,,,,,,,juxtastriate cortex,,,,HOMBA:AA30826,187.0
189,HOMBA:AA30827,V2V,"ventral secondary visual cortex (ventral area 18, ventral area OB, area 18b)",2377,,,,0,130,200,,,,,,,,,,,,"ventral secondary visual cortex (ventral area 18, ventral area OB, area 18b)",,,,HOMBA:AA30826,187.0
190,HOMBA:10274,VP,"ventral posterior visual area (ventral third visual area, V3V)",2378,area VP of peristriate cortex,VP,10274.0,0,128,128,,,,,,,,,,,,"ventral posterior visual area (ventral third visual area, V3V)",,,,HOMBA:AA30826,187.0
191,HOMBA:AA30036,V4V,ventral fourth visual area (V4V),667,,,,255,225,25,,,,,,,,,,,,ventral fourth visual area (V4V),,,,HOMBA:AA30826,187.0
192,HOMBA:AA30818,V4T,transitional fourth visual area (V4T),665,,,,170,110,40,,,,,,,,,,,,transitional fourth visual area (V4T),,,,HOMBA:AA30826,187.0
193,HOMBA:AA30828,VOT,ventral occipitotemporal area (VOT),2379,,,,250,190,212,,,,,,,,,,,,ventral occipitotemporal area (VOT),,,,HOMBA:AA30826,187.0
194,HOMBA:AA30841,A18,"unspecified parastriate cortex (area 18, area OB, V2)",2397,,,,170,110,40,,,,,,,,,,,"unspecified parastriate cortex (area 18, area OB, V2)",,,,,HOMBA:10270,179.0
195,HOMBA:AA30829,A19x,"unspecified peristriate cortex (area 19, area OA)",2380,,,,170,255,195,,,,,,,,,,,"unspecified peristriate cortex (area 19, area OA)",,,,,HOMBA:10270,179.0
196,HOMBA:10288,ICx,major insular cortex,670,insular neocortex,ICx,10288.0,255,250,200,,,,,,,,,major insular cortex,,,,,,,HOMBA:AA30001,7.0
197,HOMBA:10290,Ig,granular insular cortex (area Ig),671,granular insular cortex,Ig,10290.0,250,190,212,,,,,,,,,,granular insular cortex (area Ig),,,,,,HOMBA:10288,196.0
198,HOMBA:15521,RIg,rostral granular insular cortex,672,rostral granular insular cortex,RIg,15521.0,0,130,200,,,,,,,,,,,rostral granular insular cortex,,,,,HOMBA:10290,197.0
199,HOMBA:15522,CIg,caudal granular insular cortex,673,caudal granular insular cortex,CIg,15522.0,250,190,212,,,,,,,,,,,caudal granular insular cortex,,,,,HOMBA:10290,197.0
200,HOMBA:10289,Idg,dysgranular insular cortex (area Idg),674,dysgranular insular cortex,Idg,10289.0,0,128,128,,,,,,,,,,dysgranular insular cortex (area Idg),,,,,,HOMBA:10288,196.0
201,HOMBA:15513,RIdg,rostral dysgranular insular cortex,675,rostral dysgranular insular cortex,RIdg,15513.0,0,130,200,,,,,,,,,,,rostral dysgranular insular cortex,,,,,HOMBA:10289,200.0
202,HOMBA:15514,CIdg,caudal dysgranular insular cortex,676,caudal dysgranular insular cortex,CIdg,15514.0,230,25,75,,,,,,,,,,,caudal dysgranular insular cortex,,,,,HOMBA:10289,200.0
203,HOMBA:10328,Iag,agranular insular cortex (area Iag),88,agranular insular cortex (area Iag),Iag,10328.0,214,232,45,,,,,,,,,,agranular insular cortex (area Iag),,,,,,HOMBA:10288,196.0
204,HOMBA:10329,FI,agranular frontal insular cortex (area FI),89,frontal agranular insular cortex (area FI),FI,10329.0,47,172,19,,,,,,,,,,agranular frontal insular cortex (area FI),,,,,,HOMBA:10288,196.0
205,HOMBA:10277,CCx,cingulate cortex,677,cingulate neocortex,CCx,10277.0,220,190,255,,,,,,,,,cingulate cortex,,,,,,,HOMBA:AA30001,7.0
206,HOMBA:10281,A25,subgenual (subcallosal) cingulate cortex (area 25),678,subgenual (subcallosal) division of MFC (area 25),A25,10281.0,128,128,0,,,,,,,,,,subgenual (subcallosal) cingulate cortex (area 25),,,,,,HOMBA:10277,205.0
207,HOMBA:AA30037,A25r,rostrodorsal division of A25 (infralimbic cortex),679,,,,255,250,200,,,,,,,,,,,rostrodorsal division of A25 (infralimbic cortex),,,,,HOMBA:10281,206.0
208,HOMBA:AA30038,A25c,caudoventral division of A25 (dorsal peduncular nucleus),680,,,,158,76,162,,,,,,,,,,,caudoventral division of A25 (dorsal peduncular nucleus),,,,,HOMBA:10281,206.0
209,HOMBA:10280,A32,"pregenual cingulate  cortex (area 32, prelimbic cortex)",681,dorsorostral division of MFC (area 32),A32,10280.0,255,225,25,,,,,,,,,,"pregenual cingulate  cortex (area 32, prelimbic cortex)",,,,,,HOMBA:10277,205.0
210,HOMBA:AA30039,A32d,dorsal division of area 32,682,,,,255,225,25,,,,,,,,,,,dorsal division of area 32,,,,,HOMBA:10280,209.0
211,HOMBA:AA30040,A32v,ventral division of area 32,683,,,,255,250,200,,,,,,,,,,,ventral division of area 32,,,,,HOMBA:10280,209.0
212,HOMBA:10278,ACC,anterior cingulate  cortex (ventromedial prefrontal cortex),684,anterior (rostral) cingulate (medial prefrontal) cortex,MFC,10278.0,0,130,200,,,,,,,,,,anterior cingulate  cortex (ventromedial prefrontal cortex),,,,,,HOMBA:10277,205.0
213,HOMBA:10279,A24,"ventral ACC (area 24, area LA)",685,ventral division of MFC (area 24),A24,10279.0,240,50,230,,,,,,,,,,,"ventral ACC (area 24, area LA)",,,,,HOMBA:10278,212.0
214,HOMBA:AA30041,A24c,dorsal division of area 24,686,,,,138,77,212,,,,,,,,,,,,dorsal division of area 24,,,,HOMBA:10279,213.0
215,HOMBA:AA30042,A24b,intermediate division of area 24,687,,,,128,0,0,,,,,,,,,,,,intermediate division of area 24,,,,HOMBA:10279,213.0
216,HOMBA:AA30043,A24a,ventral division of area 24,688,,,,0,0,128,,,,,,,,,,,,ventral division of area 24,,,,HOMBA:10279,213.0
217,HOMBA:AA30044,M3,"dorsal  ACC (rostral cingulate motor cortex, M3)",689,,,,243,91,89,,,,,,,,,,,"dorsal  ACC (rostral cingulate motor cortex, M3)",,,,,HOMBA:10278,212.0
218,HOMBA:10282,MCC,"midcingulate cortex (MCC, intermediate cingulate cortex)",690,midcingulate cortex,MCC,10282.0,245,130,48,,,,,,,,,,"midcingulate cortex (MCC, intermediate cingulate cortex)",,,,,,HOMBA:10277,205.0
219,HOMBA:10283,A24i,ventral MCC (area 24i),691,ventral division of MCC (area 24mc),A24mc,10283.0,220,190,255,,,,,,,,,,,ventral MCC (area 24i),,,,,HOMBA:10282,218.0
220,HOMBA:AA30045,A24ic,dorsal division of area 24i,692,,,,0,128,128,,,,,,,,,,,,dorsal division of area 24i,,,,HOMBA:10283,219.0
221,HOMBA:AA30046,A24ib,intermediate division of area 24i,693,,,,170,110,40,,,,,,,,,,,,intermediate division of area 24i,,,,HOMBA:10283,219.0
222,HOMBA:AA30047,A24ia,ventral division of area 24i,694,,,,0,128,128,,,,,,,,,,,,ventral division of area 24i,,,,HOMBA:10283,219.0
223,HOMBA:AA30048,M4,"dorsal MCC (caudal cingulate motor cortex, M4)",695,,,,255,250,200,,,,,,,,,,,"dorsal MCC (caudal cingulate motor cortex, M4)",,,,,HOMBA:10282,218.0
224,HOMBA:10285,PCC,posterior cingulate cortex (PCC),696,posterior (caudal) cingulate cortex,PCC,10285.0,0,128,128,,,,,,,,,,posterior cingulate cortex (PCC),,,,,,HOMBA:10277,205.0
225,HOMBA:10286,A23,"ventral PCC (area 23, area LC2)",697,ventral division of PCC (area 23),A23,10286.0,0,128,128,,,,,,,,,,,"ventral PCC (area 23, area LC2)",,,,,HOMBA:10285,224.0
226,HOMBA:AA30049,A23c,dorsal division of area 23,698,,,,0,0,128,,,,,,,,,,,,dorsal division of area 23,,,,HOMBA:10286,225.0
227,HOMBA:AA30050,A23b,intermediate division of area 23,699,,,,0,128,128,,,,,,,,,,,,intermediate division of area 23,,,,HOMBA:10286,225.0
228,HOMBA:AA30051,A23a,ventral division of area 23,700,,,,170,110,40,,,,,,,,,,,,ventral division of area 23,,,,HOMBA:10286,225.0
229,HOMBA:10287,A31,"dorsal PCC (area 31, area LC1)",701,dorsal division of PCC (area 31),A31,10287.0,170,255,195,,,,,,,,,,,"dorsal PCC (area 31, area LC1)",,,,,HOMBA:10285,224.0
230,HOMBA:10324,RSC,retrosplenial cortex,702,retrosplenial cortex,RSC,10324.0,250,190,212,,,,,,,,,,retrosplenial cortex,,,,,,HOMBA:10277,205.0
231,HOMBA:10325,A29,"granular retrosplenial cortex (area 29, RSg)",703,area 29 of retrosplenial cortex,A29,10325.0,170,255,195,,,,,,,,,,,"granular retrosplenial cortex (area 29, RSg)",,,,,HOMBA:10324,230.0
232,HOMBA:AA30052,A29l,lateral division of area 29,704,,,,70,240,240,,,,,,,,,,,,lateral division of area 29,,,,HOMBA:10325,231.0
233,HOMBA:AA30053,A29m,medial division of area 29,705,,,,128,0,0,,,,,,,,,,,,medial division of area 29,,,,HOMBA:10325,231.0
234,HOMBA:10326,A30,"agranular retrosplenial cortex (area 30, RSag)",706,area 30 of retrosplenial cortex,A30,10326.0,240,50,230,,,,,,,,,,,"agranular retrosplenial cortex (area 30, RSag)",,,,,HOMBA:10324,230.0
235,HOMBA:AA30054,NCxL,lamination of neocortex,707,,,,128,0,0,,,,,,,,lamination of neocortex,,,,,,,,HOMBA:10160,6.0
236,HOMBA:AA30055,L1,layer 1 (molecular layer) of NCx,708,,,,240,50,230,,,,,,,,,layer 1 (molecular layer) of NCx,,,,,,,HOMBA:AA30054,235.0
237,HOMBA:AA30056,L23,layers 2-3 (supragranular cell layers) of NCx,709,,,,0,128,128,,,,,,,,,layers 2-3 (supragranular cell layers) of NCx,,,,,,,HOMBA:AA30054,235.0
238,HOMBA:AA30057,L2,layer 2 (outer granular cell layer) of NCx,710,,,,128,128,0,,,,,,,,,,layer 2 (outer granular cell layer) of NCx,,,,,,HOMBA:AA30056,237.0
239,HOMBA:AA30058,L3,layer 3 (outer pyramidal cell layer) of NCx,711,,,,0,130,200,,,,,,,,,,layer 3 (outer pyramidal cell layer) of NCx,,,,,,HOMBA:AA30056,237.0
240,HOMBA:AA30059,L3a,layer 3a of NCx (superficial part of layer 3),712,,,,128,0,0,,,,,,,,,,,layer 3a of NCx (superficial part of layer 3),,,,,HOMBA:AA30058,239.0
241,HOMBA:AA30060,L3b,layer 3b of NCx (deep part of layer 3),713,,,,128,128,128,,,,,,,,,,,layer 3b of NCx (deep part of layer 3),,,,,HOMBA:AA30058,239.0
242,HOMBA:AA30061,L3u,unique layer 3 of primary visual cortex (primates),714,,,,255,250,200,,,,,,,,,,unique layer 3 of primary visual cortex (primates),,,,,,HOMBA:AA30056,237.0
243,HOMBA:AA30062,L3b2,layer 3b2 of NCx (Brodmann's IVA),715,,,,255,215,180,,,,,,,,,,,layer 3b2 of NCx (Brodmann's IVA),,,,,HOMBA:AA30061,242.0
244,HOMBA:AA30063,L3c,layer 3c of NCx  (Brodmann's IVB),716,,,,245,130,48,,,,,,,,,,,layer 3c of NCx  (Brodmann's IVB),,,,,HOMBA:AA30061,242.0
245,HOMBA:AA30064,L4,"layer 4 (granular cell layer, inner granular cell layer) of NCx",717,,,,0,0,128,,,,,,,,,"layer 4 (granular cell layer, inner granular cell layer) of NCx",,,,,,,HOMBA:AA30054,235.0
246,HOMBA:AA30065,L4a,layer 4a of NCx (superficial part of layer 4; Brodmann's IVCa) (primates) ,718,,,,70,240,240,,,,,,,,,,layer 4a of NCx (superficial part of layer 4; Brodmann's IVCa) (primates) ,,,,,,HOMBA:AA30064,245.0
247,HOMBA:AA30066,L4b,layer 4b of NCx (deep part of layer 4; Brodmann's IVCb),719,,,,70,240,240,,,,,,,,,,layer 4b of NCx (deep part of layer 4; Brodmann's IVCb),,,,,,HOMBA:AA30064,245.0
248,HOMBA:AA30067,L56,layers 5-6 (infragranular cell layers) of NCx,720,,,,170,110,40,,,,,,,,,layers 5-6 (infragranular cell layers) of NCx,,,,,,,HOMBA:AA30054,235.0
249,HOMBA:AA30068,L5,layer 5 (inner pyramidal cell layer) of NCx,721,,,,60,180,75,,,,,,,,,,layer 5 (inner pyramidal cell layer) of NCx,,,,,,HOMBA:AA30067,248.0
250,HOMBA:AA30069,L5a,layer 5a of NCx (superficial part of layer 5),722,,,,210,245,60,,,,,,,,,,,layer 5a of NCx (superficial part of layer 5),,,,,HOMBA:AA30068,249.0
251,HOMBA:AA30070,L5b,layer 5b of NCx (deep part of layer 5),723,,,,240,50,230,,,,,,,,,,,layer 5b of NCx (deep part of layer 5),,,,,HOMBA:AA30068,249.0
252,HOMBA:AA30071,L6,layer 6 (polymorphic cell layer) of NCx,724,,,,240,50,230,,,,,,,,,,layer 6 (polymorphic cell layer) of NCx,,,,,,HOMBA:AA30067,248.0
253,HOMBA:AA30072,L6a,layer 6a of NCx (superficial part of layer 6),725,,,,60,180,75,,,,,,,,,,,layer 6a of NCx (superficial part of layer 6),,,,,HOMBA:AA30071,252.0
254,HOMBA:AA30073,L6b,layer 6b of NCx (deep part of layer 6),726,,,,128,128,128,,,,,,,,,,,layer 6b of NCx (deep part of layer 6),,,,,HOMBA:AA30071,252.0
255,HOMBA:AA30074,L7,layer 7 (subplate-derived cell layer) of NCx,727,,,,0,0,128,,,,,,,,,layer 7 (subplate-derived cell layer) of NCx,,,,,,,HOMBA:AA30054,235.0
256,HOMBA:AA30075,NCxDe,developing transient structures of neocortex,728,,,,230,25,75,,,,,,,,developing transient structures of neocortex,,,,,,,,HOMBA:10160,6.0
257,HOMBA:11580,SG,subpial granular zone of neocortex,729,subpial granular zone,SG,11580.0,230,25,75,,,,,,,,,subpial granular zone of neocortex,,,,,,,HOMBA:AA30075,256.0
258,HOMBA:10508,MZ,marginal zone of neocortex,730,marginal zone,MZ,10508.0,230,25,75,,,,,,,,,marginal zone of neocortex,,,,,,,HOMBA:AA30075,256.0
259,HOMBA:10515,CP,cortical plate of neocortex,731,cortical plate,CP,10515.0,240,50,230,,,,,,,,,cortical plate of neocortex,,,,,,,HOMBA:AA30075,256.0
260,HOMBA:AA30076,CPo,outer cortical plate of neocortex,732,,,,250,190,212,,,,,,,,,,outer cortical plate of neocortex,,,,,,HOMBA:10515,259.0
261,HOMBA:AA30077,CPi,inner cortical plate of neocortex,733,,,,170,255,195,,,,,,,,,,inner cortical plate of neocortex,,,,,,HOMBA:10515,259.0
262,HOMBA:10522,SP,subplate (zone) of neocortex,734,subplate zone,SP,10522.0,0,0,128,,,,,,,,,subplate (zone) of neocortex,,,,,,,HOMBA:AA30075,256.0
263,HOMBA:10529,IZ,intermediate zone of neocortex,735,intermediate zone,IZ,10529.0,128,128,0,,,,,,,,,intermediate zone of neocortex,,,,,,,HOMBA:AA30075,256.0
