record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,flash_a_label,flash_b_label,flash_c_label,flash_agreement,flash_vote_split,pro_a_label,pro_b_label,pro_c_label,pro_agreement,pro_vote_split,final_certainty,final_confidence,final_reason,flash_a_reason,flash_b_reason,flash_c_reason,pro_a_reason,pro_b_reason,pro_c_reason
61,somatosensory cortex,somatosensory cortex,Mouse,PM35551446,63,43,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,1.0,Somatosensory cortex is part of the neocortex. | Somatosensory cortex is a neocortical area. | Somatosensory cortex is a region of the cerebral cortex.,Somatosensory cortex is part of the neocortex.,Somatosensory cortex is a neocortical area.,Somatosensory cortex is a region of the cerebral cortex.,,,
62,POm,posterior medial thalamus,Mouse,PM36735778,62,32,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,1.0,"Posterior medial thalamus is a thalamic nucleus, subcortical. | Posterior medial thalamus is a thalamic nucleus, subcortical. | Posterior medial thalamus (POm) is part of the thalamus, a subcortical structure.","Posterior medial thalamus is a thalamic nucleus, subcortical.","Posterior medial thalamus is a thalamic nucleus, subcortical.","Posterior medial thalamus (POm) is part of the thalamus, a subcortical structure.",,,
63,vHPC,ventral hippocampus,Mouse,PM40204437,62,25,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,1.0,"Ventral hippocampus belongs to hippocampal formation, classified as subcortical. | Ventral hippocampus is part of hippocampal formation, classified as subcortical. | Ventral hippocampus (vHPC) is part of the hippocampal formation, classified as subcortical per task definition.","Ventral hippocampus belongs to hippocampal formation, classified as subcortical.","Ventral hippocampus is part of hippocampal formation, classified as subcortical.","Ventral hippocampus (vHPC) is part of the hippocampal formation, classified as subcortical per task definition.",,,
64,CLA,claustrum,Mouse,PM36774552,61,15,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,1.0,Claustrum is a subcortical gray matter structure. | Claustrum is a subcortical gray matter structure. | Claustrum is a subcortical gray matter structure.,Claustrum is a subcortical gray matter structure.,Claustrum is a subcortical gray matter structure.,Claustrum is a subcortical gray matter structure.,,,
65,PF,parafascicular nucleus,Mouse,PM38260117,61,33,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,1.0,"Parafascicular nucleus is an intralaminar thalamic nucleus, subcortical. | Parafascicular nucleus is a thalamic nucleus, subcortical. | Parafascicular nucleus (PF) is a thalamic nucleus, thus subcortical.","Parafascicular nucleus is an intralaminar thalamic nucleus, subcortical.","Parafascicular nucleus is a thalamic nucleus, subcortical.","Parafascicular nucleus (PF) is a thalamic nucleus, thus subcortical.",,,
66,DRN,dorsal raphe nucleus,Mouse,PM39593192,60,31,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Dorsal raphe nucleus is a brainstem nucleus, clearly subcortical. | DRN is dorsal raphe nucleus, a brainstem nucleus, subcortical. | Dorsal raphe nucleus is a brainstem nucleus, clearly subcortical.","Dorsal raphe nucleus is a brainstem nucleus, clearly subcortical.","DRN is dorsal raphe nucleus, a brainstem nucleus, subcortical.","Dorsal raphe nucleus is a brainstem nucleus, clearly subcortical.",,,
67,retina,retina,Mouse,PM40911558,60,28,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9667,"Retina is a peripheral sensory organ, not part of the brain proper. | Retina is part of the peripheral nervous system, not CNS. | Retina is peripheral nervous system, not CNS brain region.","Retina is a peripheral sensory organ, not part of the brain proper.","Retina is part of the peripheral nervous system, not CNS.","Retina is peripheral nervous system, not CNS brain region.",,,
68,sensorimotor cortex,sensorimotor cortex,Mouse,PM34449938,59,33,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,Sensorimotor cortex is part of the cerebral cortex. | Sensorimotor cortex is part of the cerebral cortex. | Sensorimotor cortex is part of the cerebral cortex.,Sensorimotor cortex is part of the cerebral cortex.,Sensorimotor cortex is part of the cerebral cortex.,Sensorimotor cortex is part of the cerebral cortex.,,,
69,VL,ventrolateral thalamus,Mouse,PM40657851,59,27,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Ventrolateral thalamus is a thalamic nucleus, thus subcortical. | VL is ventrolateral thalamus, a thalamic nucleus, subcortical. | Ventrolateral thalamus is a thalamic nucleus, subcortical.","Ventrolateral thalamus is a thalamic nucleus, thus subcortical.","VL is ventrolateral thalamus, a thalamic nucleus, subcortical.","Ventrolateral thalamus is a thalamic nucleus, subcortical.",,,
70,prefrontal cortex,prefrontal cortex,Human,PM34617601,58,44,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,Prefrontal cortex is a region of the cerebral cortex. | Prefrontal cortex is part of the cerebral cortex. | Prefrontal cortex is a region of the cerebral cortex.,Prefrontal cortex is a region of the cerebral cortex.,Prefrontal cortex is part of the cerebral cortex.,Prefrontal cortex is a region of the cerebral cortex.,,,
71,S2,secondary somatosensory cortex,Mouse,PM40346961,58,27,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,"Secondary somatosensory cortex is a cortical area. | S2 is secondary somatosensory cortex, a cortical area. | Secondary somatosensory cortex is a cortical area.",Secondary somatosensory cortex is a cortical area.,"S2 is secondary somatosensory cortex, a cortical area.",Secondary somatosensory cortex is a cortical area.,,,
72,TC,thalamocortical,Mouse,PM40894799,58,25,other,flash,other,other,other,3/3,3-0,,,,,,high,0.95,"thalamocortical refers to a projection system, not a discrete brain region; treat as fiber tract. | Thalamocortical is a fiber tract or connection, not a brain region. | Thalamocortical is a projection pathway, not a brain region","thalamocortical refers to a projection system, not a discrete brain region; treat as fiber tract.","Thalamocortical is a fiber tract or connection, not a brain region.","Thalamocortical is a projection pathway, not a brain region",,,
73,PO,posterior nucleus,Mouse,PM36096667,57,25,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9,"posterior nucleus (PO) in mouse typically refers to posterior thalamic nucleus, a subcortical structure. | Posterior nucleus conventionally thalamic, but fullname is ambiguous. | Posterior nucleus of thalamus, subcortical gray matter","posterior nucleus (PO) in mouse typically refers to posterior thalamic nucleus, a subcortical structure.","Posterior nucleus conventionally thalamic, but fullname is ambiguous.","Posterior nucleus of thalamus, subcortical gray matter",,,
74,primary motor cortex,primary motor cortex,Human,PM35982397,57,48,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.95,primary motor cortex is a well-defined cortical area. | Primary motor cortex is a cortical area. | Primary motor cortex is part of cerebral cortex,primary motor cortex is a well-defined cortical area.,Primary motor cortex is a cortical area.,Primary motor cortex is part of cerebral cortex,,,
75,vmPFC,ventromedial prefrontal cortex,Mouse,PM33790281,57,23,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.95,"ventromedial prefrontal cortex is part of prefrontal cortex, hence cortical. | Ventromedial prefrontal cortex is part of cerebral cortex. | Ventromedial prefrontal cortex is prefrontal cortex, cortical","ventromedial prefrontal cortex is part of prefrontal cortex, hence cortical.",Ventromedial prefrontal cortex is part of cerebral cortex.,"Ventromedial prefrontal cortex is prefrontal cortex, cortical",,,
76,CST,corticospinal tract,Mouse,PM39416130,56,28,other,flash,other,other,other,3/3,3-0,,,,,,high,0.95,corticospinal tract is a white-matter fiber tract. | Corticospinal tract is a white-matter pathway. | Corticospinal tract is a white-matter fiber tract,corticospinal tract is a white-matter fiber tract.,Corticospinal tract is a white-matter pathway.,Corticospinal tract is a white-matter fiber tract,,,
77,PVH,paraventricular hypothalamus,Mouse,PM39179131,56,33,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,"paraventricular hypothalamus is a hypothalamic nucleus, thus subcortical. | Paraventricular hypothalamus is a hypothalamic nucleus, subcortical. | Paraventricular hypothalamus is a hypothalamic nucleus, subcortical","paraventricular hypothalamus is a hypothalamic nucleus, thus subcortical.","Paraventricular hypothalamus is a hypothalamic nucleus, subcortical.","Paraventricular hypothalamus is a hypothalamic nucleus, subcortical",,,
78,Sub,subiculum,Mouse,PM32433957,56,19,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9767,"Subiculum is part of hippocampal formation, considered subcortical. | Subiculum is part of hippocampal formation, classified as subcortical. | Subiculum is part of hippocampal formation, which is subcortical per guidelines.","Subiculum is part of hippocampal formation, considered subcortical.","Subiculum is part of hippocampal formation, classified as subcortical.","Subiculum is part of hippocampal formation, which is subcortical per guidelines.",,,
79,superior colliculus,superior colliculus,Mouse,PM36438664,56,38,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9767,"Superior colliculus is a midbrain nucleus, subcortical. | Superior colliculus is a midbrain structure, subcortical. | Superior colliculus is a midbrain structure, thus subcortical.","Superior colliculus is a midbrain nucleus, subcortical.","Superior colliculus is a midbrain structure, subcortical.","Superior colliculus is a midbrain structure, thus subcortical.",,,
80,VPL,ventral posterolateral nucleus,Mouse,PM38993679,56,38,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9767,"Ventral posterolateral nucleus is a thalamic nucleus, subcortical. | VPL is a thalamic nucleus, subcortical. | VPL is a thalamic nucleus, clearly subcortical.","Ventral posterolateral nucleus is a thalamic nucleus, subcortical.","VPL is a thalamic nucleus, subcortical.","VPL is a thalamic nucleus, clearly subcortical.",,,
81,LPB,lateral parabrachial nucleus,Mouse,PM35838792,55,26,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9767,"Lateral parabrachial nucleus is a brainstem nucleus, subcortical. | LPB is a brainstem nucleus, subcortical. | Lateral parabrachial nucleus is a brainstem nucleus, thus subcortical.","Lateral parabrachial nucleus is a brainstem nucleus, subcortical.","LPB is a brainstem nucleus, subcortical.","Lateral parabrachial nucleus is a brainstem nucleus, thus subcortical.",,,
82,PPC,posterior parietal cortex,Mouse,PM36117273,55,19,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9767,Posterior parietal cortex is part of cerebral cortex. | Posterior parietal cortex is a cortical area. | Posterior parietal cortex is a neocortical area.,Posterior parietal cortex is part of cerebral cortex.,Posterior parietal cortex is a cortical area.,Posterior parietal cortex is a neocortical area.,,,
83,RSC,retrosplenial cortex,Mouse,PM39511453,54,23,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9767,Retrosplenial cortex is part of cerebral cortex. | Retrosplenial cortex is part of cerebral cortex. | Retrosplenial cortex is part of the cerebral cortex.,Retrosplenial cortex is part of cerebral cortex.,Retrosplenial cortex is part of cerebral cortex.,Retrosplenial cortex is part of the cerebral cortex.,,,
84,VM,ventromedial thalamus,Mouse,PM37645018,54,33,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,"Ventromedial thalamus is a nucleus of the thalamus, which is subcortical. | Ventromedial thalamus is a thalamic nucleus, subcortical. | Ventromedial thalamus is a thalamic nucleus, clearly subcortical.","Ventromedial thalamus is a nucleus of the thalamus, which is subcortical.","Ventromedial thalamus is a thalamic nucleus, subcortical.","Ventromedial thalamus is a thalamic nucleus, clearly subcortical.",,,
85,cervical spinal cord,cervical spinal cord,Mouse,PM35122444,53,29,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,"Cervical spinal cord is part of the spinal cord, classified as subcortical. | Cervical spinal cord is part of spinal cord, subcortical. | Spinal cord is subcortical gray matter.","Cervical spinal cord is part of the spinal cord, classified as subcortical.","Cervical spinal cord is part of spinal cord, subcortical.",Spinal cord is subcortical gray matter.,,,
86,EC,entorhinal cortex,Mouse,PM37827206,53,32,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9833,"Entorhinal cortex is part of the cerebral cortex (allocortex). | Entorhinal cortex is part of the cerebral cortex (allocortex). | Entorhinal cortex is part of allocortex, classified as cortical.",Entorhinal cortex is part of the cerebral cortex (allocortex).,Entorhinal cortex is part of the cerebral cortex (allocortex).,"Entorhinal cortex is part of allocortex, classified as cortical.",,,
87,MGB,medial geniculate body,Mouse,PM33103997,53,23,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,"Medial geniculate body is a thalamic nucleus, subcortical structure. | Medial geniculate body is a thalamic nucleus, subcortical. | Medial geniculate body is a thalamic nucleus, subcortical.","Medial geniculate body is a thalamic nucleus, subcortical structure.","Medial geniculate body is a thalamic nucleus, subcortical.","Medial geniculate body is a thalamic nucleus, subcortical.",,,
88,AI,anterior insula,Mouse,PM42107475,52,23,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9833,"Anterior insula is part of the insular cortex, which is cerebral cortex. | Anterior insula is part of insular cortex, cerebral cortex. | Anterior insula is part of the cerebral cortex.","Anterior insula is part of the insular cortex, which is cerebral cortex.","Anterior insula is part of insular cortex, cerebral cortex.",Anterior insula is part of the cerebral cortex.,,,
89,RGC,retinal ganglion cell,Mouse,PM40063795,52,29,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9333,"Retinal ganglion cells are in the retina (peripheral/other), not a brain region. | Retinal ganglion cell is a cell type, not a brain region; retina is PNS/CNS but not a region per instructions. | Retinal ganglion cell is a cell type, not a brain region; retina is PNS.","Retinal ganglion cells are in the retina (peripheral/other), not a brain region.","Retinal ganglion cell is a cell type, not a brain region; retina is PNS/CNS but not a region per instructions.","Retinal ganglion cell is a cell type, not a brain region; retina is PNS.",,,
90,ACA,anterior cingulate area,Mouse,PM39149348,50,25,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9767,Anterior cingulate area is part of the cingulate cortex (neocortex). | Anterior cingulate area is part of cingulate cortex. | ACA (anterior cingulate area) is part of the cerebral cortex.,Anterior cingulate area is part of the cingulate cortex (neocortex).,Anterior cingulate area is part of cingulate cortex.,ACA (anterior cingulate area) is part of the cerebral cortex.,,,
91,claustrum,claustrum,Mouse,PM32975316,50,24,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.98,Claustrum is a subcortical gray matter structure beneath the cortex. | Claustrum is a subcortical gray matter structure. | Claustrum is a subcortical grey matter structure.,Claustrum is a subcortical gray matter structure beneath the cortex.,Claustrum is a subcortical gray matter structure.,Claustrum is a subcortical grey matter structure.,,,
